branch	sha
msikernel-operator-definition-genesis-v17	96db7d77c5d8cf928721ef88b6b04c974631862f
msikernel-operator-family-change-v14	873ef57bd46cd35cc09246e380c3c2f9cbcb6f8e
msikernel-post-v11-genesis-v13	33a665c95dd53add56e532dc6ea5e1ec86095230
msikernel-probe-form-genesis-v15	d49267309997c912612c8adb876fd3878ce523c1
msikernel-prospective-calculus-v8	fc4ee8eee251943d05d5c5b83c5c0110aef692ea
msikernel-real-traces-v1	fb455530371d2d7533d59fac0a45963d940aab1d
msikernel-recursive-closure-genesis-v6	6f2f19134e5fbbfee035cc2b41014506fe660242
msikernel-recursive-reuse-v12	12b6f8c18fab2106371c50a2c821584ee6a25280
msikernel-regime-genesis-v2	72d18fb186b9d519197e07261f6a83c404cdcbb9
msikernel-residual-partition-v11	927e612195d05c4feeb6597412824629f1e5de0c
msikernel-residual-schema-genesis-v9	fe438481c54d7907141e13b462bb9f9d0154d868
msikernel-selector-definition-genesis-v21	a59b397b3ae54f966604e791b06be1dc0c9e9762
msikernel-source-observable-genesis-v18	d53755caf7e8791958ca493438612b72a806a8bd
msikernel-structural-substrate-genesis-v22	497aac8c65543551dde7f805d58059cb3d97c2e6
msikernel-support-conditioned-v15	7f355cfa2e70cd72cbcefe5a964adefb50606038
msikernel-third-generation-v16	825a5d1732497f9ffb24527338cc37b4cfbd43bd
msikernel-traversal-primitive-genesis-v24	1e91751f123a6a5a13a9b33663d541338cc2f371
msikernel-unsupplied-residual-genesis-v9	88a854ecd93e9c0bd22389778b019f11d20bf733
msikernel-v0	278c2ed584d9eeddca6ab52b69d4f8d01d472d07
open-eval-ablation-v7	fc5a1bcbfad451e814cd8d119aa8c6dcc8a9f118
producer-side-projection-fusion	e4448b1d87c3b840fd23fd378a0c0feaf94fcac9
prune-env-ablation-v1	99e29f2029d4cef9fe415f5834ece0b8c41df8c0
prune-env-cold-census	2edbc2dac48c9b0b930a03381ca1740d521e1ae6
prune-env-frame-v3	568504f942ce2c9fb8c709a0df68c3a3439a710e
prune-env-key-repeat-census-v5	bb8ca266a1cf9dec168da57c12c95f1fd2dd906d
prune-env-mask-census-v4	0735b2baebe91dd314621d9ca59abec091a88e6f
prune-env-memo-v2	3cb0a15d9ce4369d6ab8c0033354c50f926231f3
qckn-active-var-unfold-v1	17b88d3eb795be19cdcd909562e4ab2b5366ff5f
qckn-active-var-v1	74dc5ddb4584e1254f5687615e5b02795b8dc6f3
qckn-conv-cost-probe-v1	4c93daca93266ec672966c844c9fb2a7993c1886
qckn-eval-path-atlas-v1	ce7ef219632b55ccea2bfeb5802f810951bd2d18
qckn-eval-var-fast-v1	ba92fde4eac7d2e3c2959606b260adb93082881f
qckn-eval-var-semantic-v2	fc1d88d0cae432da7da22c25785569240089fc7d
qckn-flash-app-check-ablation-v1	1d63f25a72353b18809883679b7f5acee199810c
qckn-flash-app-conv-directmap-v1	6d755ab51992507155e6ec910ac3eccf55c88b61
qckn-flash-app-conv-shape-census-v1	cad8ed5383026599d1dfbd177cd5d811f4b4be5f
qckn-flash-app-front-cache-v1	093eca16d07995d8b6b266a706b9d3e858d87050
qckn-flash-app-hc-capacity-sweep-v1	e2f95340644e8910a6eb61c1e39db105a1f02025
qckn-flash-app-hc-prealloc-instruction-gate-v1	05a111abc7c4c03d9438c777359e012db09d1de6
qckn-flash-app-hc-prealloc-v1	be6c2e8b70aba6650f29e24c0aa179bc7cf54af6
qckn-flash-app-opportunity-census-v1	b6d5cb03bd1e3812ee5808b3835d938b1cabe4a0
qckn-flash-apphc-prehash-v1	665f42e08af9b3463c21e4d7e42e34269af48220
qckn-flash-arena-instruction-v1	b1ee29b0b7f852d4ee0176a2bfe35a83d382ee04
qckn-flash-arena-objective-v1	8a245b274e9fc4070e7267318a55b4e1c2a6981d
qckn-flash-callgrind-calibrated-duel-v1	f67c134d04f8d6ff255d83484439dc22fe6da275
qckn-flash-callgrind-candidate-tournament-v1	952425cc6247fe239a3bc890a6a4cfb3b5ecaf02
qckn-flash-capacity-tournament-v1	9cde4d8a873c9511b6ba6bb7dcc4a30d3a5c9759
qckn-flash-champion-stability-v1	4a5d2b5e806fa0cf68fcce334ec80ce2792cc10f
qckn-flash-champion-v1	09262b922034280ed9a1a293738f9be6410915e5
qckn-flash-checked-capability-v1	7ecafdc446825346ce7a703ed36df00ff7842e1b
qckn-flash-checked-capability-v2	1580d52e6ca38a3e06f386711a006e0fcab8cabe
qckn-flash-closed-rigid-conv-cache-v1	c277808eddec1e4dfb0e33e77f5d90b3214a9e9e
qckn-flash-closure-v1	f2ccd3ecbb9337583baba9d364d605da597933d4
qckn-flash-current-full-authority-v1	20a7a9fc4e3cea4f1b4cb8e04aecff4214533c27
qckn-flash-current-v1	665e7c1e772a61c5255ddac1b6fa065fd79503a7
qckn-flash-dv-unfold-factorial-v1	11afd83c81106e3daf5aa9f321ff937a2b62f01b
qckn-flash-event-emitter-v1	faaa735170f64d598034f52c795814de4719693d
qckn-flash-event-emitter-v1-frozen	faaa735170f64d598034f52c795814de4719693d
qckn-flash-event-emitter-v2	b8f68e1c834b792e85329ed62a96413e032df92e
qckn-flash-event-emitter-v2-frozen	b8f68e1c834b792e85329ed62a96413e032df92e
qckn-flash-event-emitter-v3	ac0bcc5a9b8c410ccae8f4a9dce8ca9c4c4b379f
qckn-flash-expected-type-prefix-v1	3329d8a70aee3d0f09d805c7732ad820dc35e4cb
qckn-flash-expected-type-recursive-v2	2a810429e0c6119db3123477642eb3967ff5f62e
qckn-flash-framed-prune-causal-v1	50e55cc974243991df0577c761bf3e3b50d828be
qckn-flash-frontcache-instruction-gate-v1	f8c9a8533b4a4bd9bf6639eb03ad6a681a7213e7
qckn-flash-general-pgo-v1	0aa30cf3f91725be604a6abac32599ee89d8ebe1
qckn-flash-generation-gate-v1	3b618e0288bcfc2ddb54c0957a340f120b7c58e4
qckn-flash-head-to-head-v1	463c7f7fd15f15df35f803a2bca0165ac384c41e
qckn-flash-head-to-head-v2	97547e7add03199ce4b2b63d776effd0d5e3c69e
qckn-flash-head-to-head-v3-instructions	74797d7739e38d6633b9d7dd7eb8d55f3c4155bd
qckn-flash-hot-map-prealloc-v1	0ce68d20ea6277bcb16efefd8885ce621c326e82
qckn-flash-index-v1	71b83b0ece49f326f0bfecc696031405a7344364
qckn-flash-infer-kind-atlas-v1	f926c50abb3a6d01f444432387fc7260b413533e
qckn-flash-infer-pi-bypass-v1	b414e35b6d89cd83407f199e388e5ff0a7dac6c8
qckn-flash-infer-pi-callgrind-v1	17761427f8fc5982aceb19630036ec97ec52730c
qckn-flash-infer-pi-full-v1	edafaafecd599ef50cfd2b0abd227b0ac6780823
qckn-flash-instruction-portfolio-v1	9e421408c4745d3249aa554389006cd2fd77647a
qckn-flash-mathlib-coherence-v1	b00c6aa46d26bd3a30b7c89b58c82f2f00032a86
qckn-flash-perf-counter-probe-v1	e23b9cc0cf98e95e00ea3fd274d1600e678216ee
qckn-flash-pgo-duel-v1	6236a8089367e914a0866fe509a492337658a9ee
qckn-flash-post-framed-cost-atlas-v1	8afece812d4dca3a5db9afb3cb1925ce2cd17b34
qckn-flash-postcompound-cost-atlas-v1	fd146d006b7769ff78c266c0b77f48683f9cee5b
qckn-flash-quotient-hunt-v1	50671fad8aabb759f905e7489f4bf255488facb2
qckn-flash-rc1-infer-pi-transfer-v1	516232aa480a858cf5840c67f7cb4be8f834e613
qckn-flash-rc1-inferpi-thread2-callgrind-v1	aa6048cf70e18636f1c54f402e73938dfabc9925
qckn-flash-rigid-app-frontcache-v1	45264b0eaa5c1f96e449ed4daf4ea4c6183d0e08
qckn-flash-rigid-inductive-v1	c388b8bcf63a14f4fb59887a1bb8b35e00adf9d1
qckn-flash-rigid-inductive-v2	cfd6a56c1b88d510bad60ea29dc1c30fa2b8ba89
qckn-flash-rigid-interface-atlas-v1	ecaab37a056799ca590b929cfedcd063d9c366b1
qckn-flash-rigid-interface-reserve-v1	d7096b6afab0599ecb64d00511846168f83ce9ae
qckn-flash-rigid-v2-apphc-v1	76771e6ffc2be6a8be4cd2d7f5962022371d64ea
qckn-flash-rigid-v2-callgrind-v1	788992c94652a3962a9c04494f5f8051ee1137f2
qckn-flash-rigid-v2-full409-v1	c7827cd79ff9b1042358b72af9cb9a29e752e0b0
qckn-flash-rigid-v2-infer-pi-v1	6fd7c7e3880f0adac5080e33f92fcec5505a6c68
qckn-flash-rigid-v2-instruction-gate-v1	6554ce8b1e494df7ff76f5f10b4ba5714fc6b3da
qckn-flash-short-rigid-conv-v1	77445b977e87e713d04ae511f47a89bdfdd92517
qckn-flash-short-rigid-conv-v2-safe	4a18e6b85c0e10494145936229733201315e0083
qckn-flash-substrate-v1	464491ad934eb4317df25354c36f8214eba08b07
qckn-flash-substrate-v1-frozen	261a45de0ca45dcf31450b3e52b9563cbd06993e
qckn-flash-unfold-composed-causal-v1	1c1da845238fbbaa3ebfe55a3dd2ab18a341dec7
qckn-flash-unfold-full-authority-reserve-v1	adfd15def8b4c6849b00637c2729e2e37814fb29
qckn-flash-unfold-gap2-transfer-v1	43c586cfbd53b8d2e3727cd7035f960c98ca91f7
qckn-flash-unfold-instruction-gate-v1	709fc615089b72bf9b5b2e288f7aa9a7c18a2915
qckn-flash-unfold-longge4-transfer-v1	8c0f3d3051eaea7199e757b655fb54f82a223a98
qckn-flash-unfold-mathlib-fast-v1	ec903288154a214ff4787b597cc623596190f7ea
qckn-flash-unfold-neutral-causal-v1	29ef2666f9fe25ca8c8a160f1160dbffd1aa3cb6
qckn-flash-unfold-reclosure-v1	426938a859b26acbf1d597085607aec8e110ccb8
qckn-flash-v61-transplant-v1	772b0afacdba2269050a4c6069c03a4ecc0c0d9d
qckn-flash-wide-onepass-factorial-v1	8ee32bdb33023068e56b9043a92c88331f09b107
qckn-mathlib-leader-cost-atlas-v1	e97b23da58f4533ae8038657025ca48d90b8ffab
qckn-mathlib-v1	2f1c8ac4d7da5410fae6fd99fd9b52fc2ae3dabf
qckn-r1-activation-atlas-v1	73af6fc6374014056bf3e70032aa281f72c63655
qckn-r1-depth64-split-v1	76094c62691d22cad89294e8d39121ef398ad0d1
qckn-v2-lean-causal-cost-atlas-v1	065e12d1f0e453351e515749b4737925af741522
qckn-v2-lean-causal-cost-atlas-v1-frozen	065e12d1f0e453351e515749b4737925af741522
qckn-v2-lean-compounding-falsification-v1	731da4ad2abf1461223a47620fbf584908cdec0f
qckn-v2-lean-shallow-structural-atlas-v1	4d49fd667b881248efd33922053b57c5a6bc4e81
qckn-v2-lean-shallow-structural-atlas-v1-frozen	4d49fd667b881248efd33922053b57c5a6bc4e81
qckn-var-r2-app-atlas-v1	78fb69f1590f23ec178b27c1580d2a1524b26ded
qckn-var-r2-eval-atlas-v1	8b65a2290adcd75e824bdfe27769bdefbd6e4b1c
qckn-var-r2-mathlib-cost-atlas-v1	4b0ef2de249bd14a4c613529be7a78c506171dc1
qckn-var-r2-unfold-atlas-v1	b55f04218f4cf4bbb9cb91c9a574c96750649645
qckn-var-r2-unfold-neutral-v1	c6c155cc85dd1679b6d277846be408b01b6329c0
r1-full-qualification-v1	d3b97093175eee5573caaa00993bac358d00a1dc
r1-qualified-v1	d3b97093175eee5573caaa00993bac358d00a1dc
r1-representation-controller-v1	5d0d709525554168e2ff4226382aa1acd71ce7bc
r1-selective-beta-fusion-v1	d11f11ede8f38de05984ba557cb3c8d9b40d9d15
r2-mathlib-residual-census-v1	3c57a410a82bdd1520f4748cd479698ba6a44296
r3a-conversion-basin-census-v1	62893bc547d9b8903b1d7f567aebbcc6c6b1229d
r3b-conversion-reuse-census-v1	7dd7d1399ba42f3fc6672f3ed1dbcb59455555db
r3c-universe-equality-cache-v1	eafffb593bb3f40b00fede6361da0d16f950690d
realitygraph-selective-representation-v1	e4f88a553c5254d669b2f1fef65e87f1c41c034a
release/materialize-v61	bf1bc76175e6d108deba6eca0f0eefcac6067445
representation-tax-census-v1	65639f3bca8dbe25275a5eba8d986476bcfb750e
semantic-ref-v1	984911b4cf0103ec47a6f4af323f11e1660fce41
soundness-66-regression	3d367026fee33d22dbf441c0043565fb03e104fb
soundness-recursor-ownership	6f24cb52bba65ea182104f97954d2fe8b0f80408
tmp-clean-v3	16ccc0ed1c28961e411452d1c1a608761d73929e
trace-ace-controller	bb765a7d6e0219c2d8dcb814f2d6c3d4c80a6d5d
tutorial-v2-effect-atlas-run	d90c8786a9ab394162a7f055698b7d0650bef5c4
tutorial-v2-effect-atlas-run2	a899c9a5b5ae6588285c8fb6c252fc8f781238ca
tutorial-v2-effect-atlas-run3	89e2672d365be13488035be178c4bd00a61548d6
tutorial-v2-effect-atlas-run4	507b4d271cd1f8a2bfe04a3270dab2e0c5bdb7f6
universe-cost-census-v1	265c48e1dcacd19baf3deb39a605451fc5d8ee15
v2-arena-candidate	3d7585c21242f29fdaa48ae9a16e16c6afe42238
v2-direct-minimal-capture	ec4e6b5c63ad767ee15110fbeb2e31efe72cde0a
v2-eval-additive-separator	be4bc7fbb0f9282468238d8e950b717b6801cfd6
v2-freeze-validation-trigger	ad3d3b068d60750dec02dd84aa2b8cc873cb4fe9
v2-release-gate-trigger	5c517326cf9034f88875388e92d059c84a9ce39f
v3-short-spine-scheduling	801cb6d918d0e383e4c6a3c6017ef945d42a0698
v3-short-spine-scheduling-backup	3c4db120465718091c2b4898afbb7dbbffbd42f1
validate-recursor-soundness-full-arena	b06aa3ac8059b074ca95f22c637b0350dc8a2248
